,video_id,comments
499,UVVJOOPFC2E,"[""what's wrong in my code , giving WA\r\n\r\n#include <bits/stdc++.h>\r\n#define int long long\r\n#define pii pair<int,int>\r\n#define pb push_back\r\n#define fi first\r\n#define se second\r\nusing namespace std;\r\n\r\nvector<int> dp;\r\nvector<int> h;\r\nint k;\r\nconst int MAX=1e4;\r\nint func(int i){\r\n    if(i==1)\r\n    return 0;\r\n    if(dp[i]!=-1)\r\n    return dp[i];\r\n    int ans=MAX;\r\n    for(int j=1;j<=k && j<i;j++)\r\n    {\r\n     ans=min(ans,func(i-j)+abs(h[i]-h[i-j]));\r\n    }\r\n    return dp[i]=ans;\r\n}\r\nint32_t main(){\r\n    int n;\r\n    cin>>n>>k;\r\n    dp.resize(n+1);\r\n    h.resize(n+1);\r\n    for(int i=0;i<n+1;i++)\r\n    dp[i]=-1;\r\n     for(int i=1;i<n+1;i++)\r\n     cin>>h[i];\r\n     cout<<func(n);\r\n\treturn 0;\r\n}"", 'Legend', 'Hey can you explain problem J(Sushi)?', 'Hey Bhaiya i have tried this code same i have submitted to atcoder \n12/15 have passed but remaining 🙄', 'Thanks alot striver. Really appreciated.', ""Wonderful Explaining! <3 Please upload the rest problem's explaining of that AtCoder Educational DP contest. :)\nThank You <3"", 'Tnx man', 'Bro, You explain really good. \nYou are doing a great job. Keep it up. Thanks for helping guys like me', 'Stuck at knapsack -2☹ waiting for your video😇. Please make it fast😅', 'Nice initiative on dp problems 😍😍Sir which notepad are you using while writing in the video?']"
500,imHu-B73MlI,"['Thanks because of you i learnt fenwick tree in one week and implemented both the approaches. You are doing a very good job!!!', 'Please add a most popular section to the channel homepage. I cannot find videos when I am showing your channel to my friends', 'VAI KEMON ACHEN AMI Notice korini A GE APNI JE KOLKATA R BTW I AM FROM BANGLADESH !! YOUR TUTORIALS ARE GREAT !!! LEARNING A LOT FROM YOU BROTHER !!!', 'Great work Bhai 🥳', 'Have watched all the videos on the fenwick tree that You created...Btw can you also do for Segmented tree since they are closely related...???', 'I have a doubt:-\n\nwhen k is negative we are using binary lifting for k-positive. But how are we getting the highest index whose value[element at highest index] is less   than k?\n\nOn a serious note , I look forward to your videos after every contest, your videos are great because of your efforts. Keep growing!!!', 'Please can u make some videos on qustion E of this round as i am not able to completely unerstand question E', 'Wow i was waiting for this..but i didnt knew fenwick tree and you came up with a tutorial as well as explanation of this question..awesome job bro :)']"
501,fgEe-iPdqeI,"['N log N approach: https://www.youtube.com/watch?v=imHu-B73MlI', 'The following is my code and i am getting TLE. Can someone please help?\n\n#include <iostream>\n#include <vector>\n#include <algorithm>\n\nusing namespace std;\n\nconst int N =  (int)(1 * 1e6 + 10);\n\nint fen[N];\nvoid update(int i, int add) {\n    while (i > 0 && i < N)\n    {\n        fen[i] += add;\n        i += (i & (-i));\n    }\n}\n \nint sum(int i) {\n    int s = 0;\n    while (i > 0)\n    {\n        s += fen[i];\n        i = i - (i & (-i));\n    }\n    return s;\n}\n\nint main(){\n    int n, q;\n        cin >> n >> q;\n \n        for(int i=0; i<n; i++) {\n            int num;\n            cin >> num;\n \n            update(num, 1);\n        }\n \n        while (q--) {\n            int x;\n            cin >> x;\n \n            if (x > 0)\n            {\n                update(x, 1);\n            }\n            else {\n                x = -1 * x;\n                int low = 0, high = N;\n                while (low < high)\n                {\n                    int mid = (low + high) / 2;\n                    int val = sum(mid);\n \n                    if (x <= val)\n                        high = mid;\n                    else\n                        low = mid + 1;\n                }\n                update(low, -1);\n            }\n        }\n \n        int ans = sum(N);\n        int zero = 0;\n        if (!ans) \n        {   \n            cout<<zero<<endl;\n        }\n        else {\n            for(int i=0; i<n; i++){\n                if(sum(i)){\n                    cout<<i<<endl;\n                    break;\n                }\n            }\n        }\n    }', 'Kudos to you man', 'The best problem I have on fenwick tree', 'Awesome❤️❤️❤️❤️', ""long long didn't TLE in my case"", 'using long long instead of int wil give tle , can you elaborate it why so ?', ""Why low is our answers in binary search.. Shouldn't it be high? ... Because high satisfy our requirements?"", 'Is every question that can solve using Fenwick tree can also be solve using segment tree and vice versa ?', 'Can this question be solved using Persistent Segment Tree ??']"
502,nuUspQ7ORXE,"['Isnt this same as standard binary search algo, and we are just using Fenwick tree in check function to find prefix sums?', 'In first observation, you mentioned that since index 7 has sum 7 < 11, next index 8 will have sum 11 or greater, but what if next elements are 0, then we can again have same prefix sum?', 'Here u have made ft array from input array ....but if in a question there is range updates ....in that case can we use binary lifting ???\nIf yes HOW??', 'Can u please show how to solve Codechef Lazer using BIT', 'can you make videos on lazy propogation on segment trees', 'Really nice tutorial. Keep making them!!', '""BIT[index + (1<<i)]""\nWhat if this is out of bounds? I only considered 10 elements and got the same Fenwick tree as yours (up to 10 elements)\nwhen I try to find the lower bound of 14 , which should be 9 I instead get 16(even tho the size of my Fenwick tree is 10.\nAlthough it works fine when I add this \nif(index + (1<<i)>10){\r\n           continue;\r\n}', 'nice explanation']"
503,9uaXG62Y8Uw,"[""At 8:45 i will update the 2nd then the 4th then the 8th then the 16th, I missed to update 4th. Due to error of judgment took “100” binary as 8.\n\nAt 15:05, 13's two compliment will be 0011. 2's compliment is basically finding the rightmost set bit and then reversing all the bits to the left. \n\nAlso in code, in the update function, while(i<N) is written despite this being 1-based indexing, because my N is more than maximum size of n. int fen[N] where N = 100000 + 5, if n <= 100000. Hence i < N works. \n\nBasically during update, we take all the index which has that index in it that is to be updated."", 'Code: with 1-index\n\npublic class FenwickTree {\r\n    public static void main(String[] args) {\r\n        FenwickTree obj = new FenwickTree(5);\r\n        obj.update(1, 2);\r\n        obj.update(2, 3);\r\n        obj.update(3, 4);\r\n        obj.update(4, 5);\r\n        System.out.println(obj.query(3)); // Output: 9\r\n        System.out.println(obj.rangeQuery(1, 3)); // Output: 9\r\n    }\r\n\r\n    private final int[] fen;\r\n    public FenwickTree(int n) {\r\n        this.fen = new int[n + 1];\r\n    }\r\n\r\n    // Time: O(log n)\r\n    public void update(int i, int add) {\r\n        while (i < fen.length) {\r\n            fen[i] += add;\r\n            i += i & -i;\r\n        }\r\n    }\r\n\r\n    // Time: O(log n)\r\n    public int query(int i) {\r\n        int sum = 0;\r\n        while (i > 0) {\r\n            sum += fen[i];\r\n            i -= i & -i;\r\n        }\r\n        return sum;\r\n    }\r\n\r\n    public int rangeQuery(int i, int j) {\r\n        return query(j) - query(i - 1);\r\n    }\r\n\r\n}', 'since when is (100)=(8)?', ""Explanation of the binary steps: you're adding a corresponding 1 to the least (rightmost) set bit. Nice explanation btw. Added here since I might've missed in the video"", 'Both complex topics segment trees and fenwick tree made easier by striver!!', 'Thanks for the video sir, one thing is. You are saying the rightmost bit, but it should be the rightmost set bit!', 'nhi samjh aya left right me bahutskip hua h', 'amazing video :)', '🤌', 'Great Content']"
504,PojcB2itm0Y,"['00:01 How to be financially independent in college using programming.\n\n01:27 Became financially independent by using my programming skills.\n\n02:23 Earned money through problem-solving and participating in college contests.\n\n03:18 Earn money by writing articles for GeeksforGeeks.\n\n04:12 Multiple sources of income: Writing articles, internships, and teaching.\n\n04:59 Multiple sources of income helped me buy a MacBook without a job.\n\n05:52 Bought MacBook through savings and part-time jobs.\n\n06:46 Achieve financial independence and fulfill dreams without relying on others.', ""It's my like 9.5 k yoo"", 'Now You are in Google.', 'You can do all these these only if you have completed DSA. Not while learning', '❣️', 'Abe saale screwdriver 🪛 😡😡 \n(Coming from love babber fan club)', 'Thankyou bro', 'You are an inspiration bhaiya respect++', 'mera motivation striver', 'Really bhaiya you are an inspiration..']"
505,Z-gBO2i2LhA,"['How to apply constraints in problems ?', 'High Quality Explanation', 'Can you also explain prefix sum method which is given in tutorial?\n\nPlease', 'Wow awesome explanation.', ""I can't join the telegram channel 😕"", 'your explanation is lit ............... and motivates me to do put one step more in practicing...............hoping to become specialist second time today', 'great explanation\n!!!', 'Great work! What hardware and software you use for making these tutorials dude!', 'What is your codeforces handle??', 'Superb dude🙌🙌🙌']"
506,zBQzocZwEZk,"['Since it is F, it will be tough, but with time, you will learn. So don’t give up and keep trying :)', 'Give me link of your codeforces profile', 'Can you explain why the answer to the below test case is 17 and not 8 ??\r\n\r\n1 \r\n1 5 \r\n2 5 4 8 3 \r\nAns: 17 But the answer should be 8 and it can be explained as below\r\n\r\nprevCost = 0; 1. 2->5, currentCost = 5 — (2 + 1) = 2 \r\nactualCost = prevCost + currentCost = 0 + 2 = 2 \r\nprevCost = actualCost = 2 \r\nnew Array: 2 3 4 8 3\r\n\r\n3->4, currentCost = 0 \r\nactualCost = prevCost + currentCost = 2 + 0 = 2 \r\nprevCost = actualCost = 2 \r\nnew Array: 2 3 4 8 3\r\n\r\n4->8, \r\ncurrentCost = 8 — (4 + 1) = 3 \r\nactualCost = prevCost + currentCost = 2 + 3 = 5 \r\nprevCost = actualCost = 5 new \r\nArray: 2 3 4 5 3\r\n\r\n5->3, currentCost = 5 — 2 = 3 //converting 5 to 2 will cost 3 \r\nactualCost = prevCost + currentCost = 5 + 3 = 8 \r\nprevCost = actualCost = 8 \r\nnew Array: 2 3 4 2 3', 'godlike explanation!', 'Please explain me where my concept goes wrong.\nhttps://codeforces.com/contest/1353/submission/82406800', 'This channel saves my time spent reading and understanding the official editorials. Keep up the good work, man!', 'Can we binary search for a[0][0]', ""Here, how are we sure that we will always have one value of the matrix to be constant(so that the other values will revolve around it)? Can't we have all value of the matrix being changed?"", 'A very good explanation.  keep doing the great work :))', 'I think your bold voice helps to keep concentration. And thanks for the explanation.']"
507,834XSKZKn5I,"['Stay safe and stay at home as much as possible.!', 'Thanks STRIVER', ""In the question, it's mentioned that we have to perform n actions. So, I think there should be a for loop 'n' times instead of while(!pq.empty()). What do you say?"", ""There is one mistake in your inner while look in a a qp.push() instead of mid-l you have written mid-l+1 , correct me if i'm wrong"", 'Plz keep making videos they are very useful', 'Get to know how make best use of priority queue and pair thanks for the video', 'will this work if I directly use tuple<int, int , int> instead of pair<int, pair<int, int>>?', 'best explanation 🙂', 'Very nice explanation', 'I was close but was banging my head with the normal queue. now I got to know PQ would have helped.']"
508,7jmY0-yy-Tk,"['I did something with the audio, let me know if this sounds good.', 'why are we trying to make everything 0 in right , if we choose 0? i am not getting it', 'Your explanations are overall good, but sometimes you speak very fast during the most important part of the lecture. This makes us rewind the same segment multiple times. Please avoid.', 'Great Explaination', 'take this ex 1 1 1 0 1 \nnow assuke index strt from 1 \ni m confused where 0 1 0 0 0 case will be covered when u turn arr[1] to zero?', 'Thanks  a lot man!', ""5:53 Can you please explain this part? Shouldn't it be 1+1=2? Bcoz it doesn't matter if there is one 1. Why turn off all of them ?"", 'Thanks bro.', 'Very nice i got AC!!', ""Nice explanations! I have a suggestion. Maybe you can enlarge your mouse pointer a bit, sometimes it's not visible where you're pointing at while saying 'this', 'here' etc. Appreciate your efforts! :)""]"
